Winning Numbers,Month,Day,Hour,Minute
"[1, 2, 4, 17, 19, 23, 24, 28, 31, 39, 40, 49, 51, 53, 55, 57, 60, 63, 67, 75]",6,9,9,50
"[2, 6, 8, 16, 19, 20, 22, 23, 24, 26, 30, 35, 40, 41, 49, 53, 56, 57, 65, 71]",6,9,9,55
"[2, 4, 5, 7, 8, 11, 13, 17, 22, 24, 32, 38, 54, 62, 64, 68, 70, 71, 72, 75]",6,9,10,0
"[3, 7, 8, 11, 13, 24, 25, 26, 29, 30, 35, 47, 49, 59, 60, 61, 70, 71, 79, 80]",6,9,10,5
"[1, 6, 10, 11, 13, 17, 21, 27, 31, 32, 40, 42, 65, 66, 67, 70, 71, 75, 76, 79]",6,9,10,10
"[4, 11, 16, 22, 26, 27, 29, 32, 35, 46, 49, 50, 51, 52, 53, 58, 61, 66, 71, 74]",6,9,10,15
"[6, 12, 17, 18, 19, 21, 28, 29, 32, 36, 46, 48, 49, 50, 53, 62, 66, 69, 72, 77]",6,9,10,20
"[1, 7, 16, 18, 20, 27, 29, 33, 35, 38, 39, 42, 43, 48, 51, 53, 56, 64, 73, 80]",6,9,10,25
"[1, 5, 7, 9, 12, 17, 24, 25, 29, 39, 42, 51, 57, 59, 60, 66, 67, 71, 73, 74]",6,9,10,30
"[2, 3, 6, 7, 9, 10, 14, 20, 21, 22, 24, 26, 28, 36, 39, 45, 47, 53, 64, 76]",6,9,10,35
"[2, 11, 12, 16, 25, 26, 29, 37, 38, 41, 47, 51, 54, 56, 60, 63, 65, 72, 76, 79]",6,9,10,40
"[2, 4, 5, 6, 11, 13, 22, 26, 37, 51, 52, 56, 57, 58, 63, 66, 67, 68, 72, 77]",6,9,10,45
"[12, 18, 20, 23, 27, 29, 30, 32, 37, 43, 55, 56, 58, 62, 65, 71, 72, 73, 75, 78]",6,9,10,50
"[2, 7, 12, 14, 16, 17, 18, 23, 41, 47, 49, 54, 59, 60, 61, 63, 65, 70, 77, 79]",6,9,10,55
"[1, 3, 11, 12, 17, 19, 20, 29, 31, 35, 38, 39, 46, 51, 53, 56, 67, 72, 77, 78]",6,9,11,0
"[4, 8, 10, 19, 32, 37, 39, 42, 45, 51, 54, 57, 60, 61, 64, 66, 70, 71, 74, 79]",6,9,11,5
"[7, 8, 9, 11, 14, 16, 17, 19, 20, 23, 32, 37, 48, 49, 51, 62, 70, 72, 76, 79]",6,9,11,10
"[4, 13, 14, 15, 24, 28, 29, 31, 33, 43, 49, 51, 53, 56, 57, 59, 73, 77, 79, 80]",6,9,11,15
"[10, 16, 19, 20, 21, 26, 27, 28, 31, 35, 40, 45, 63, 65, 67, 74, 75, 76, 79, 80]",6,9,11,20
"[3, 4, 6, 11, 16, 17, 19, 29, 31, 47, 50, 52, 54, 59, 60, 63, 66, 73, 75, 76]",6,9,11,25
"[2, 10, 20, 24, 30, 31, 36, 37, 42, 44, 47, 50, 55, 57, 58, 59, 66, 69, 77, 80]",6,9,11,30
"[1, 13, 14, 15, 16, 17, 19, 20, 23, 31, 36, 42, 47, 59, 60, 62, 64, 69, 75, 80]",6,9,11,35
"[12, 20, 21, 22, 23, 26, 29, 31, 48, 52, 54, 55, 57, 64, 66, 67, 74, 77, 79, 80]",6,9,11,40
"[7, 12, 14, 15, 16, 17, 18, 24, 27, 33, 40, 41, 42, 43, 45, 49, 50, 66, 68, 76]",6,9,11,45
"[2, 3, 4, 7, 8, 12, 19, 22, 23, 24, 31, 34, 36, 43, 44, 50, 54, 63, 66, 69]",6,9,11,50
"[5, 6, 7, 13, 16, 18, 22, 27, 31, 34, 38, 40, 52, 54, 56, 65, 68, 73, 79, 80]",6,9,11,55
"[8, 9, 16, 18, 20, 23, 25, 31, 43, 45, 48, 51, 52, 53, 59, 68, 69, 70, 79, 80]",6,9,12,0
"[1, 3, 8, 9, 26, 28, 30, 38, 43, 44, 46, 47, 48, 53, 56, 58, 72, 74, 79, 80]",6,9,12,5
"[10, 12, 14, 16, 17, 25, 31, 38, 41, 42, 46, 50, 54, 59, 61, 63, 64, 67, 71, 78]",6,9,12,10
"[5, 6, 12, 16, 18, 19, 22, 24, 25, 31, 36, 41, 43, 53, 58, 62, 69, 73, 76, 80]",6,9,12,15
"[2, 9, 11, 18, 20, 22, 25, 28, 31, 34, 37, 39, 48, 50, 56, 57, 61, 64, 71, 78]",6,9,12,20
"[3, 6, 8, 13, 14, 15, 18, 21, 28, 46, 52, 53, 54, 55, 64, 66, 67, 71, 77, 79]",6,9,12,25
"[4, 5, 14, 21, 22, 24, 32, 35, 40, 41, 49, 52, 53, 57, 61, 67, 74, 75, 78, 80]",6,9,12,30
"[6, 9, 14, 15, 17, 19, 22, 25, 28, 38, 42, 46, 55, 58, 62, 64, 65, 71, 76, 78]",6,9,12,35
"[1, 2, 4, 5, 6, 9, 10, 28, 32, 34, 38, 46, 57, 59, 67, 70, 73, 75, 76, 77]",6,9,12,40
"[1, 2, 5, 7, 9, 10, 12, 17, 20, 21, 22, 28, 30, 32, 36, 38, 42, 49, 56, 66]",6,9,12,45
"[2, 4, 7, 8, 9, 27, 28, 31, 34, 37, 39, 43, 50, 53, 59, 60, 63, 71, 72, 73]",6,9,12,50
"[10, 12, 13, 17, 21, 42, 44, 47, 49, 52, 53, 55, 58, 63, 66, 68, 69, 71, 75, 79]",6,9,12,55
"[1, 4, 7, 13, 14, 23, 24, 29, 34, 35, 38, 41, 42, 45, 51, 65, 68, 71, 79, 80]",6,9,13,0
"[2, 6, 7, 21, 24, 28, 29, 41, 48, 51, 55, 59, 60, 62, 66, 72, 75, 76, 77, 79]",6,9,13,5
"[6, 9, 13, 14, 19, 21, 22, 26, 28, 33, 34, 37, 38, 45, 46, 47, 58, 60, 67, 69]",6,9,13,10
"[2, 4, 10, 12, 13, 19, 20, 25, 31, 32, 35, 38, 45, 47, 48, 56, 58, 59, 62, 80]",6,9,13,15
"[4, 15, 16, 18, 21, 25, 27, 34, 44, 52, 55, 57, 62, 66, 67, 70, 71, 74, 75, 77]",6,9,13,20
"[5, 7, 11, 17, 19, 20, 23, 25, 26, 30, 33, 43, 44, 45, 46, 52, 55, 59, 75, 78]",6,9,13,25
"[5, 6, 8, 10, 12, 18, 19, 20, 21, 31, 32, 48, 49, 53, 54, 55, 61, 68, 71, 79]",6,9,13,30
"[3, 9, 10, 11, 12, 23, 35, 40, 41, 44, 51, 52, 53, 54, 58, 59, 62, 63, 64, 75]",6,9,13,35
"[2, 3, 6, 8, 17, 26, 31, 36, 38, 39, 40, 44, 45, 52, 53, 55, 57, 59, 67, 77]",6,9,13,40
"[1, 4, 14, 20, 26, 27, 28, 39, 41, 43, 46, 51, 54, 61, 64, 67, 72, 73, 78, 79]",6,9,13,45
"[3, 5, 7, 8, 9, 16, 21, 25, 29, 37, 39, 42, 44, 49, 51, 52, 60, 67, 70, 71]",6,9,13,50
"[3, 7, 14, 19, 35, 36, 37, 41, 47, 52, 54, 57, 58, 59, 65, 66, 68, 74, 75, 76]",6,9,13,55
"[3, 6, 20, 23, 28, 30, 31, 34, 39, 47, 50, 53, 54, 64, 66, 68, 69, 73, 79, 80]",6,9,14,0
"[6, 8, 11, 13, 14, 16, 23, 34, 36, 38, 46, 50, 52, 53, 63, 65, 72, 77, 78, 80]",6,9,14,5
"[4, 6, 12, 13, 22, 26, 27, 28, 30, 33, 38, 41, 51, 52, 57, 71, 72, 73, 74, 79]",6,9,14,10
"[5, 6, 7, 8, 10, 16, 24, 25, 26, 30, 34, 37, 47, 56, 57, 58, 65, 68, 75, 77]",6,9,14,15
"[6, 15, 16, 25, 27, 28, 29, 32, 35, 37, 43, 44, 46, 52, 57, 59, 63, 65, 67, 69]",6,9,14,20
"[2, 3, 6, 12, 15, 16, 19, 22, 32, 35, 39, 48, 60, 61, 62, 63, 65, 71, 73, 77]",6,9,14,25
"[6, 12, 19, 20, 31, 44, 45, 47, 50, 51, 54, 57, 59, 65, 71, 72, 73, 76, 77, 79]",6,9,14,30
"[3, 4, 9, 10, 18, 22, 25, 26, 27, 29, 38, 43, 52, 59, 61, 65, 73, 74, 76, 78]",6,9,14,35
"[1, 4, 5, 9, 12, 17, 18, 23, 25, 28, 30, 37, 48, 52, 54, 59, 68, 74, 76, 79]",6,9,14,40
"[2, 9, 13, 14, 25, 26, 28, 29, 36, 37, 41, 46, 54, 57, 61, 66, 70, 72, 74, 76]",6,9,14,45
"[3, 4, 5, 6, 7, 10, 14, 20, 25, 28, 40, 49, 59, 60, 64, 69, 71, 73, 74, 77]",6,9,14,50
"[5, 16, 19, 22, 23, 24, 40, 43, 51, 54, 59, 61, 64, 65, 67, 70, 71, 76, 77, 79]",6,9,14,55
"[2, 12, 16, 17, 23, 24, 27, 31, 33, 35, 38, 41, 43, 47, 52, 63, 72, 74, 79, 80]",6,9,15,0
"[9, 10, 11, 18, 20, 28, 38, 41, 48, 51, 55, 58, 62, 63, 64, 67, 72, 75, 76, 78]",6,9,15,5
"[9, 13, 15, 26, 29, 35, 39, 40, 41, 42, 48, 55, 60, 61, 66, 69, 71, 73, 74, 76]",6,9,15,10
"[7, 10, 14, 21, 27, 30, 33, 37, 40, 56, 58, 61, 65, 70, 71, 73, 76, 78, 79, 80]",6,9,15,15
"[3, 6, 10, 11, 13, 18, 22, 23, 30, 31, 39, 41, 44, 45, 48, 50, 63, 70, 72, 80]",6,9,15,20
"[5, 6, 10, 17, 22, 26, 28, 31, 33, 35, 36, 40, 43, 54, 56, 58, 60, 66, 75, 76]",6,9,15,25
"[3, 11, 12, 13, 19, 23, 29, 32, 34, 35, 37, 44, 53, 59, 60, 62, 66, 73, 77, 80]",6,9,15,30
"[1, 2, 9, 12, 17, 20, 21, 23, 30, 40, 41, 44, 46, 50, 54, 57, 60, 66, 78, 79]",6,9,15,35
"[4, 10, 12, 13, 14, 18, 27, 28, 33, 38, 47, 49, 58, 61, 63, 66, 67, 68, 72, 75]",6,9,15,40
"[1, 4, 7, 8, 9, 15, 19, 25, 29, 32, 34, 42, 44, 49, 55, 66, 70, 71, 73, 76]",6,9,15,45
"[2, 5, 10, 12, 18, 20, 25, 34, 35, 36, 40, 46, 47, 49, 52, 59, 60, 67, 68, 70]",6,9,15,50
"[1, 2, 7, 8, 9, 12, 17, 23, 25, 32, 37, 39, 41, 51, 52, 66, 70, 71, 72, 79]",6,9,15,55
"[4, 5, 10, 13, 20, 24, 32, 34, 42, 45, 46, 47, 48, 59, 62, 66, 71, 76, 78, 79]",6,9,16,0
"[9, 15, 16, 22, 24, 27, 31, 32, 34, 35, 37, 40, 46, 47, 52, 59, 60, 68, 76, 80]",6,9,16,5
"[3, 8, 13, 14, 19, 23, 34, 35, 39, 42, 48, 54, 58, 64, 65, 67, 68, 69, 73, 80]",6,9,16,10
"[7, 13, 18, 19, 22, 23, 24, 26, 32, 34, 37, 42, 44, 50, 58, 68, 69, 70, 72, 74]",6,9,16,15
"[2, 13, 14, 16, 17, 22, 24, 25, 28, 31, 32, 36, 41, 43, 49, 52, 53, 62, 75, 78]",6,9,16,20
"[2, 3, 4, 6, 8, 10, 11, 13, 14, 16, 20, 21, 28, 35, 36, 59, 60, 69, 77, 79]",6,9,16,25
"[1, 5, 9, 12, 18, 19, 23, 26, 35, 38, 42, 51, 53, 59, 62, 66, 70, 71, 72, 75]",6,9,16,30
"[3, 5, 9, 10, 13, 24, 26, 32, 33, 39, 46, 51, 54, 55, 56, 60, 64, 72, 73, 74]",6,9,16,35
"[4, 8, 9, 10, 11, 12, 21, 27, 28, 29, 32, 35, 37, 40, 41, 47, 57, 62, 69, 76]",6,9,16,40
"[6, 8, 10, 14, 18, 22, 27, 33, 34, 35, 38, 42, 45, 55, 60, 62, 63, 68, 78, 79]",6,9,16,45
"[3, 6, 7, 11, 14, 16, 22, 30, 31, 38, 40, 43, 44, 45, 52, 58, 60, 62, 66, 70]",6,9,16,50
"[1, 3, 9, 23, 25, 27, 28, 29, 30, 37, 41, 51, 52, 54, 57, 63, 67, 70, 71, 72]",6,9,16,55
"[1, 4, 6, 16, 18, 20, 23, 36, 40, 42, 43, 48, 49, 50, 55, 59, 60, 62, 72, 80]",6,9,17,0
"[1, 3, 5, 10, 25, 34, 37, 38, 45, 47, 51, 60, 61, 63, 65, 67, 68, 70, 71, 75]",6,9,17,5
"[1, 2, 4, 12, 23, 24, 32, 36, 37, 38, 41, 44, 46, 58, 62, 63, 64, 65, 68, 71]",6,9,17,10
"[1, 2, 3, 5, 7, 8, 15, 23, 24, 32, 35, 36, 38, 40, 47, 61, 67, 68, 70, 76]",6,9,17,15
"[1, 3, 6, 12, 17, 18, 20, 24, 31, 33, 34, 35, 44, 54, 57, 58, 59, 62, 72, 78]",6,9,17,20
"[2, 3, 8, 12, 14, 18, 19, 20, 24, 26, 33, 38, 47, 50, 55, 58, 59, 65, 72, 80]",6,9,17,25
"[2, 3, 4, 6, 10, 11, 15, 20, 26, 29, 31, 38, 39, 42, 47, 52, 62, 69, 74, 78]",6,9,17,30
"[1, 13, 16, 17, 19, 20, 25, 26, 27, 29, 31, 37, 38, 45, 47, 48, 53, 62, 76, 77]",6,9,17,35
"[5, 6, 7, 8, 22, 24, 42, 46, 47, 48, 49, 54, 56, 60, 61, 64, 65, 68, 70, 71]",6,9,17,40
"[3, 6, 9, 10, 14, 23, 33, 34, 39, 43, 46, 51, 52, 56, 61, 63, 66, 67, 70, 79]",6,9,17,45
"[2, 4, 5, 6, 12, 16, 22, 24, 25, 32, 37, 40, 48, 52, 55, 64, 67, 71, 75, 79]",6,9,17,50
"[19, 22, 23, 24, 26, 28, 29, 45, 46, 49, 55, 59, 60, 61, 63, 65, 69, 70, 72, 77]",6,9,17,55
"[1, 7, 8, 10, 11, 14, 25, 30, 38, 47, 50, 51, 58, 62, 68, 69, 71, 72, 77, 79]",6,9,18,0
"[6, 7, 8, 10, 13, 20, 25, 30, 35, 42, 44, 50, 51, 55, 58, 61, 66, 67, 70, 79]",6,9,18,5
"[5, 6, 11, 16, 17, 18, 23, 25, 32, 33, 36, 38, 44, 59, 61, 67, 69, 71, 73, 75]",6,9,18,10
"[6, 7, 12, 14, 16, 19, 29, 46, 48, 52, 53, 54, 58, 64, 67, 70, 71, 74, 76, 77]",6,9,18,15
"[8, 9, 13, 21, 27, 32, 35, 36, 45, 50, 51, 55, 56, 61, 65, 67, 70, 71, 79, 80]",6,9,18,20
"[2, 4, 7, 14, 23, 32, 33, 39, 41, 43, 50, 57, 58, 59, 61, 62, 70, 73, 77, 80]",6,9,18,25
"[7, 8, 9, 10, 11, 19, 28, 30, 39, 45, 46, 50, 52, 58, 63, 70, 71, 75, 79, 80]",6,9,18,30
"[4, 6, 8, 15, 16, 17, 18, 24, 31, 33, 39, 42, 43, 44, 55, 58, 63, 64, 73, 75]",6,9,18,35
"[5, 10, 18, 19, 22, 30, 32, 39, 45, 46, 47, 49, 55, 56, 61, 63, 67, 69, 76, 80]",6,9,18,40
"[1, 5, 11, 12, 14, 15, 18, 25, 28, 34, 48, 54, 55, 56, 60, 62, 63, 68, 79, 80]",6,9,18,45
"[1, 2, 6, 10, 13, 15, 25, 26, 27, 28, 30, 32, 34, 51, 54, 60, 63, 67, 68, 70]",6,9,18,50
"[3, 6, 9, 11, 14, 19, 21, 26, 29, 33, 36, 39, 42, 43, 46, 53, 61, 64, 65, 76]",6,9,18,55
"[4, 10, 13, 21, 22, 30, 33, 38, 40, 41, 46, 49, 50, 58, 60, 61, 62, 73, 76, 80]",6,9,19,0
"[2, 5, 6, 9, 16, 20, 27, 30, 32, 40, 43, 49, 50, 54, 59, 66, 68, 70, 73, 78]",6,9,19,5
"[2, 6, 8, 9, 14, 17, 19, 28, 31, 34, 36, 37, 50, 53, 63, 64, 66, 68, 74, 75]",6,9,19,10
"[3, 12, 17, 19, 22, 25, 30, 37, 38, 40, 42, 46, 48, 49, 55, 56, 59, 66, 74, 80]",6,9,19,15
"[6, 7, 13, 14, 16, 24, 31, 36, 37, 38, 42, 47, 49, 52, 61, 62, 67, 70, 71, 75]",6,9,19,20
"[10, 13, 14, 15, 19, 21, 29, 32, 36, 41, 44, 50, 51, 55, 57, 67, 73, 75, 78, 79]",6,9,19,25
"[1, 4, 6, 7, 12, 25, 33, 39, 41, 45, 46, 47, 51, 53, 63, 66, 70, 74, 76, 80]",6,9,19,30
"[1, 2, 9, 15, 18, 19, 25, 38, 39, 42, 52, 54, 57, 59, 61, 62, 66, 77, 78, 79]",6,9,19,35
"[4, 7, 14, 19, 24, 26, 27, 36, 37, 38, 39, 50, 53, 57, 60, 61, 65, 69, 76, 78]",6,9,19,40
"[3, 8, 13, 16, 17, 24, 29, 35, 37, 41, 43, 46, 49, 50, 52, 54, 55, 71, 79, 80]",6,9,19,45
"[1, 5, 22, 23, 25, 26, 29, 30, 32, 35, 36, 43, 44, 56, 59, 65, 67, 68, 71, 75]",6,9,19,50
"[4, 11, 16, 26, 30, 31, 36, 40, 43, 44, 45, 49, 50, 51, 56, 63, 71, 72, 75, 78]",6,9,19,55
"[6, 11, 17, 19, 22, 36, 37, 39, 40, 41, 44, 47, 50, 56, 61, 66, 69, 74, 75, 80]",6,9,20,0
"[3, 8, 19, 20, 21, 22, 24, 25, 30, 37, 38, 40, 45, 46, 53, 57, 62, 68, 72, 78]",6,9,20,5
"[1, 5, 7, 8, 11, 13, 16, 17, 28, 30, 32, 34, 37, 43, 47, 48, 55, 69, 74, 78]",6,9,20,10
"[4, 14, 16, 19, 32, 33, 37, 42, 43, 46, 50, 51, 52, 58, 59, 64, 65, 68, 72, 79]",6,9,20,15
"[6, 7, 9, 10, 13, 16, 18, 28, 29, 33, 46, 48, 50, 59, 60, 61, 66, 70, 77, 79]",6,9,20,20
"[5, 7, 9, 21, 22, 29, 33, 35, 37, 40, 47, 48, 50, 53, 54, 55, 66, 67, 70, 73]",6,9,20,25
"[11, 17, 18, 22, 24, 36, 40, 47, 51, 55, 56, 57, 58, 61, 65, 66, 72, 74, 78, 80]",6,9,20,30
"[3, 5, 8, 14, 18, 19, 20, 25, 28, 29, 36, 41, 43, 52, 53, 60, 61, 65, 72, 79]",6,9,20,35
"[4, 12, 14, 19, 20, 23, 25, 26, 28, 29, 34, 39, 41, 47, 49, 53, 54, 57, 65, 74]",6,9,20,40
"[1, 7, 8, 9, 15, 16, 23, 28, 31, 32, 40, 44, 45, 47, 56, 70, 72, 73, 76, 77]",6,9,20,45
"[1, 10, 11, 14, 17, 23, 31, 36, 41, 44, 45, 50, 53, 54, 56, 61, 65, 70, 71, 74]",6,9,20,50
"[2, 5, 9, 21, 22, 24, 29, 33, 34, 36, 40, 42, 52, 53, 55, 62, 71, 75, 76, 79]",6,9,20,55
"[2, 10, 14, 15, 18, 19, 21, 23, 29, 35, 42, 44, 45, 52, 55, 63, 67, 73, 76, 77]",6,10,5,0
"[2, 4, 11, 12, 13, 15, 22, 31, 34, 42, 43, 46, 47, 54, 56, 59, 63, 70, 71, 72]",6,10,5,5
"[7, 15, 21, 24, 29, 32, 33, 39, 42, 43, 44, 48, 50, 51, 59, 68, 74, 75, 76, 80]",6,10,5,10
"[3, 5, 8, 17, 19, 27, 28, 31, 37, 46, 51, 53, 55, 56, 62, 63, 72, 73, 75, 79]",6,10,5,15
"[3, 4, 9, 12, 17, 24, 27, 29, 32, 43, 47, 52, 54, 59, 60, 63, 64, 66, 78, 79]",6,10,5,20
"[1, 3, 6, 10, 11, 15, 17, 18, 20, 26, 35, 41, 47, 49, 52, 54, 55, 66, 68, 72]",6,10,5,25
"[1, 6, 8, 10, 22, 24, 25, 31, 34, 35, 39, 45, 55, 60, 61, 63, 67, 69, 70, 72]",6,10,5,30
"[2, 5, 6, 8, 13, 20, 21, 23, 25, 26, 31, 33, 36, 49, 55, 58, 64, 65, 75, 79]",6,10,5,35
"[1, 3, 9, 10, 11, 16, 17, 29, 34, 37, 38, 45, 47, 49, 51, 53, 56, 58, 72, 79]",6,10,5,40
"[7, 8, 11, 17, 18, 22, 24, 26, 45, 49, 50, 53, 54, 56, 57, 68, 69, 75, 77, 80]",6,10,5,45
"[4, 6, 11, 13, 14, 22, 23, 27, 33, 36, 43, 46, 48, 52, 55, 60, 64, 68, 75, 79]",6,10,5,50
"[2, 5, 6, 13, 20, 24, 27, 33, 36, 37, 40, 51, 53, 55, 59, 68, 69, 74, 76, 77]",6,10,5,55
"[1, 5, 6, 7, 9, 11, 25, 27, 28, 30, 34, 35, 46, 53, 62, 67, 68, 70, 77, 79]",6,10,6,0
"[2, 10, 12, 22, 24, 29, 31, 33, 35, 36, 52, 54, 60, 62, 64, 65, 68, 70, 73, 75]",6,10,6,5
"[6, 16, 17, 34, 39, 40, 44, 46, 49, 54, 55, 59, 62, 65, 71, 72, 73, 75, 77, 78]",6,10,6,10
"[8, 12, 13, 14, 16, 19, 23, 33, 42, 45, 47, 49, 50, 63, 65, 74, 76, 77, 78, 80]",6,10,6,15
"[3, 10, 15, 19, 21, 28, 30, 31, 37, 40, 59, 61, 62, 63, 64, 65, 66, 74, 75, 76]",6,10,6,20
"[1, 5, 8, 9, 19, 23, 26, 29, 31, 40, 43, 44, 47, 55, 60, 65, 70, 71, 74, 79]",6,10,6,25
"[1, 4, 7, 16, 21, 24, 25, 27, 36, 44, 46, 51, 52, 61, 63, 66, 69, 75, 78, 80]",6,10,6,30
"[6, 8, 13, 20, 21, 33, 35, 36, 38, 39, 40, 44, 46, 63, 69, 71, 74, 75, 76, 80]",6,10,6,35
"[1, 4, 5, 11, 13, 17, 22, 26, 29, 42, 52, 57, 59, 60, 61, 63, 64, 68, 72, 75]",6,10,6,40
"[3, 6, 8, 10, 14, 18, 26, 28, 31, 34, 37, 38, 44, 53, 54, 55, 56, 65, 73, 76]",6,10,6,45
"[3, 4, 11, 13, 17, 22, 36, 40, 41, 47, 48, 49, 58, 61, 63, 65, 68, 69, 71, 72]",6,10,6,50
"[14, 18, 27, 31, 32, 36, 38, 48, 49, 50, 54, 57, 60, 62, 64, 67, 70, 72, 74, 77]",6,10,6,55
"[1, 2, 5, 10, 11, 20, 24, 26, 30, 32, 40, 46, 50, 54, 55, 67, 68, 75, 79, 80]",6,10,7,0
"[6, 12, 13, 20, 25, 31, 33, 39, 42, 43, 44, 51, 54, 58, 61, 68, 69, 71, 74, 79]",6,10,7,5
"[1, 3, 4, 6, 7, 8, 24, 31, 34, 37, 40, 47, 54, 65, 68, 69, 73, 74, 75, 77]",6,10,7,10
"[5, 6, 10, 11, 13, 21, 23, 25, 26, 31, 40, 45, 65, 66, 69, 72, 76, 77, 79, 80]",6,10,7,15
"[18, 21, 23, 24, 30, 37, 43, 44, 52, 55, 56, 57, 58, 59, 60, 61, 67, 72, 75, 80]",6,10,7,20
"[1, 9, 11, 14, 17, 18, 23, 32, 43, 44, 47, 52, 56, 58, 59, 60, 61, 66, 72, 79]",6,10,7,25
"[1, 2, 3, 10, 15, 16, 22, 23, 27, 33, 37, 38, 39, 43, 45, 54, 60, 64, 66, 71]",6,10,7,30
"[19, 20, 22, 26, 27, 34, 40, 44, 49, 54, 57, 59, 60, 63, 64, 65, 68, 71, 76, 77]",6,10,7,35
"[4, 12, 19, 20, 23, 25, 28, 29, 32, 35, 39, 45, 49, 53, 57, 69, 70, 71, 73, 79]",6,10,7,40
"[1, 4, 5, 9, 16, 19, 21, 26, 27, 32, 37, 49, 50, 57, 61, 62, 65, 68, 72, 75]",6,10,7,45
"[9, 17, 18, 19, 22, 29, 45, 48, 54, 55, 56, 58, 61, 63, 67, 69, 70, 73, 78, 79]",6,10,7,50
"[3, 7, 8, 14, 22, 24, 27, 35, 42, 50, 51, 52, 58, 61, 64, 66, 68, 70, 75, 79]",6,10,7,55
"[6, 8, 17, 21, 23, 28, 39, 40, 42, 44, 46, 49, 51, 53, 57, 65, 70, 75, 77, 79]",6,10,8,0
"[5, 7, 9, 11, 19, 21, 25, 30, 32, 34, 44, 48, 57, 58, 60, 63, 66, 73, 76, 80]",6,10,8,5
"[1, 3, 6, 12, 18, 21, 22, 25, 31, 34, 37, 38, 44, 63, 65, 67, 68, 76, 77, 79]",6,10,8,10
"[3, 4, 7, 10, 11, 15, 18, 20, 21, 29, 31, 42, 44, 52, 53, 54, 56, 64, 71, 75]",6,10,8,15
"[4, 13, 20, 22, 25, 27, 38, 39, 42, 46, 54, 55, 56, 60, 63, 66, 68, 69, 70, 79]",6,10,8,20
"[5, 7, 14, 20, 23, 24, 26, 28, 38, 39, 45, 53, 57, 63, 66, 69, 71, 78, 79, 80]",6,10,8,25
"[5, 9, 16, 19, 20, 28, 32, 34, 37, 39, 41, 43, 52, 53, 55, 60, 61, 66, 69, 70]",6,10,8,30
"[1, 2, 9, 12, 13, 18, 21, 28, 30, 34, 35, 43, 44, 63, 64, 65, 69, 75, 77, 80]",6,10,8,35
"[1, 8, 13, 22, 26, 30, 36, 43, 45, 46, 53, 55, 57, 60, 66, 68, 73, 76, 78, 80]",6,10,8,40
"[10, 11, 13, 15, 18, 19, 23, 30, 35, 42, 46, 53, 56, 57, 58, 59, 62, 66, 67, 76]",6,10,8,45
"[1, 11, 13, 15, 17, 18, 21, 22, 25, 27, 30, 34, 37, 46, 51, 54, 56, 57, 65, 75]",6,10,8,50
"[2, 5, 12, 14, 15, 27, 29, 33, 44, 46, 58, 61, 65, 67, 69, 70, 74, 76, 79, 80]",6,10,8,55
"[14, 18, 20, 21, 27, 31, 38, 41, 43, 50, 51, 54, 64, 67, 69, 73, 75, 76, 77, 80]",6,10,9,0
"[8, 10, 15, 16, 17, 20, 21, 22, 23, 29, 32, 52, 54, 57, 58, 59, 68, 70, 74, 75]",6,10,9,5
"[1, 13, 14, 16, 21, 24, 42, 44, 48, 49, 52, 55, 57, 58, 64, 69, 70, 73, 77, 79]",6,10,9,10
"[2, 3, 6, 7, 10, 24, 25, 26, 29, 30, 40, 44, 45, 46, 52, 64, 65, 71, 78, 80]",6,10,9,15
"[3, 5, 9, 11, 16, 18, 19, 20, 21, 24, 28, 34, 36, 38, 40, 47, 67, 68, 73, 80]",6,10,9,20
"[9, 14, 15, 16, 30, 38, 41, 45, 53, 55, 58, 59, 60, 61, 62, 63, 66, 68, 69, 77]",6,10,9,25
"[6, 7, 8, 10, 11, 12, 22, 28, 29, 33, 47, 49, 56, 62, 66, 70, 74, 75, 77, 78]",6,10,9,30
"[1, 3, 9, 11, 15, 18, 22, 29, 32, 33, 34, 40, 50, 61, 64, 69, 72, 73, 74, 76]",6,10,9,35
"[3, 7, 10, 11, 14, 18, 19, 23, 24, 27, 28, 31, 35, 37, 42, 46, 51, 54, 58, 70]",6,10,9,40
"[4, 10, 13, 23, 28, 32, 36, 39, 40, 46, 47, 48, 51, 57, 59, 67, 68, 71, 75, 80]",6,10,9,45
"[1, 11, 12, 15, 16, 18, 20, 28, 30, 32, 34, 38, 39, 46, 51, 53, 61, 64, 65, 78]",6,10,9,50
"[1, 3, 6, 13, 17, 21, 24, 29, 30, 34, 35, 36, 38, 50, 57, 62, 63, 65, 70, 72]",6,10,9,55
"[8, 15, 17, 21, 22, 25, 29, 30, 34, 35, 44, 47, 48, 50, 51, 58, 62, 73, 77, 79]",6,10,10,0
"[4, 7, 8, 20, 21, 22, 25, 27, 28, 32, 44, 48, 55, 57, 59, 61, 67, 77, 78, 80]",6,10,10,5
"[5, 11, 13, 15, 18, 19, 23, 27, 28, 34, 46, 51, 56, 60, 62, 64, 66, 68, 70, 80]",6,10,10,10
"[1, 3, 5, 21, 23, 24, 29, 36, 37, 41, 44, 52, 55, 57, 58, 63, 64, 71, 74, 79]",6,10,10,15
"[1, 5, 7, 8, 10, 15, 16, 21, 22, 23, 28, 31, 32, 39, 44, 45, 46, 54, 56, 78]",6,10,10,20
